date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2024-07-05,Portugal,France,0.0,0.0,UEFA Euro,Hamburg,Germany,True
2024-07-06,England,Switzerland,1.0,1.0,UEFA Euro,Düsseldorf,Germany,True
2024-07-06,Netherlands,Türkiye,2.0,1.0,UEFA Euro,Berlin,Germany,True
2024-07-06,Uruguay,Brazil,0.0,0.0,Copa América,Las Vegas,United States,True
2024-07-06,Colombia,Panama,5.0,0.0,Copa América,Glendale,United States,True
2024-07-09,Spain,France,2.0,1.0,UEFA Euro,Munich,Germany,True
2024-07-09,Argentina,Canada,2.0,0.0,Copa América,East Rutherford,United States,True
2024-07-10,Netherlands,England,1.0,2.0,UEFA Euro,Dortmund,Germany,True
2024-07-10,Uruguay,Colombia,0.0,1.0,Copa América,Charlotte,United States,True
2024-07-13,Canada,Uruguay,2.0,2.0,Copa América,Charlotte,United States,True
2024-07-14,Spain,England,2.0,1.0,UEFA Euro,Berlin,Germany,True
2024-07-14,Argentina,Colombia,1.0,0.0,Copa América,Miami Gardens,United States,True
2024-09-05,Portugal,Croatia,2.0,1.0,UEFA Nations League,Lisbon,Portugal,False
2024-09-06,Egypt,Cabo Verde,3.0,0.0,African Cup of Nations qualification,Cairo,Egypt,False
2024-09-06,Uruguay,Paraguay,0.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False
2024-09-06,Brazil,Ecuador,1.0,0.0,FIFA World Cup qualification,Curitiba,Brazil,False
2024-09-07,Mexico,New Zealand,3.0,0.0,Friendly,Pasadena,United States,True
2024-09-07,United States,Canada,1.0,2.0,Friendly,Kansas City,United States,False
2024-09-07,Netherlands,Bosnia and Herzegovina,5.0,2.0,UEFA Nations League,Eindhoven,Netherlands,False
2024-09-08,Portugal,Scotland,2.0,1.0,UEFA Nations League,Lisbon,Portugal,False
2024-09-08,Switzerland,Spain,1.0,4.0,UEFA Nations League,Geneva,Switzerland,False
2024-09-09,France,Belgium,2.0,0.0,UEFA Nations League,Décines-Charpieu,France,False
2024-09-09,Norway,Austria,2.0,1.0,UEFA Nations League,Oslo,Norway,False
2024-09-10,Mexico,Canada,0.0,0.0,Friendly,Arlington,United States,True
2024-09-10,United States,New Zealand,1.0,1.0,Friendly,Cincinnati,United States,False
2024-09-10,Netherlands,Germany,2.0,2.0,UEFA Nations League,Amsterdam,Netherlands,False
2024-09-10,Colombia,Argentina,2.0,1.0,FIFA World Cup qualification,Barranquilla,Colombia,False
2024-09-10,Paraguay,Brazil,1.0,0.0,FIFA World Cup qualification,Asunción,Paraguay,False
2024-10-10,Ecuador,Paraguay,0.0,0.0,FIFA World Cup qualification,Quito,Ecuador,False
2024-10-10,Uzbekistan,IR Iran,0.0,0.0,FIFA World Cup qualification,Tashkent,Uzbekistan,False
2024-10-10,Jordan,Korea Republic,0.0,2.0,FIFA World Cup qualification,Amman,Jordan,False
2024-10-10,Saudi Arabia,Japan,0.0,2.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False
2024-10-11,Bosnia and Herzegovina,Germany,1.0,2.0,UEFA Nations League,Zenica,Bosnia and Herzegovina,False
2024-10-12,United States,Panama,2.0,0.0,Friendly,Austin,United States,False
2024-10-12,Croatia,Scotland,2.0,1.0,UEFA Nations League,Zagreb,Croatia,False
2024-10-13,Austria,Norway,5.0,1.0,UEFA Nations League,Linz,Austria,False
2024-10-14,Belgium,France,1.0,2.0,UEFA Nations League,Leuven,Belgium,False
2024-10-14,Germany,Netherlands,1.0,0.0,UEFA Nations League,Munich,Germany,False
2024-10-15,Canada,Panama,2.0,1.0,Friendly,Toronto,Canada,False
2024-10-15,Mexico,United States,2.0,0.0,Friendly,Zapopan,Mexico,False
2024-10-15,Scotland,Portugal,0.0,0.0,UEFA Nations League,Glasgow,Scotland,False
2024-10-15,Uruguay,Ecuador,0.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False
2024-10-15,IR Iran,Qatar,4.0,1.0,FIFA World Cup qualification,Dubai,United Arab Emirates,True
2024-10-15,Korea Republic,Iraq,3.0,2.0,FIFA World Cup qualification,Yongin,South Korea,False
2024-10-15,Japan,Australia,1.0,1.0,FIFA World Cup qualification,Saitama,Japan,False
2024-11-14,Paraguay,Argentina,2.0,1.0,FIFA World Cup qualification,Asunción,Paraguay,False
2024-11-14,Qatar,Uzbekistan,3.0,2.0,FIFA World Cup qualification,Al Rayyan,Qatar,False
2024-11-14,Iraq,Jordan,0.0,0.0,FIFA World Cup qualification,Basra,Iraq,False
2024-11-14,Australia,Saudi Arabia,0.0,0.0,FIFA World Cup qualification,Melbourne,Australia,False
2024-11-15,Scotland,Croatia,1.0,0.0,UEFA Nations League,Glasgow,Scotland,False
2024-11-15,Uruguay,Colombia,3.0,2.0,FIFA World Cup qualification,Montevideo,Uruguay,False
2024-11-15,Cabo Verde,Egypt,1.0,1.0,African Cup of Nations qualification,Praia,Cape Verde,False
2024-11-16,Germany,Bosnia and Herzegovina,7.0,0.0,UEFA Nations League,Freiburg,Germany,False
2024-11-18,Croatia,Portugal,1.0,1.0,UEFA Nations League,Split,Croatia,False
2024-11-18,Spain,Switzerland,3.0,2.0,UEFA Nations League,Santa Cruz de Tenerife,Spain,False
2024-11-19,Bosnia and Herzegovina,Netherlands,1.0,1.0,UEFA Nations League,Zenica,Bosnia and Herzegovina,False
2024-11-19,Colombia,Ecuador,0.0,1.0,FIFA World Cup qualification,Barranquilla,Colombia,False
2024-11-19,Brazil,Uruguay,1.0,1.0,FIFA World Cup qualification,Salvador,Brazil,False
2024-12-28,Iraq,Saudi Arabia,1.0,3.0,Gulf Cup,Kuwait City,Kuwait,True
2025-01-22,Uzbekistan,Jordan,0.0,0.0,Friendly,Doha,Qatar,True
2025-03-20,Canada,Mexico,0.0,2.0,CONCACAF Nations League,Inglewood,United States,True
2025-03-20,United States,Panama,0.0,1.0,CONCACAF Nations League,Inglewood,United States,False
2025-03-20,Croatia,France,2.0,0.0,UEFA Nations League,Split,Croatia,False
2025-03-20,Netherlands,Spain,2.0,2.0,UEFA Nations League,Rotterdam,Netherlands,False
2025-03-20,Brazil,Colombia,2.0,1.0,FIFA World Cup qualification,Brasília,Brazil,False
2025-03-21,Uruguay,Argentina,0.0,1.0,FIFA World Cup qualification,Montevideo,Uruguay,False
2025-03-23,United States,Canada,1.0,2.0,CONCACAF Nations League,Inglewood,United States,False
2025-03-23,Panama,Mexico,1.0,2.0,CONCACAF Nations League,Inglewood,United States,True
2025-03-23,France,Croatia,2.0,0.0,UEFA Nations League,Paris,France,False
2025-03-23,Spain,Netherlands,3.0,3.0,UEFA Nations League,Valencia,Spain,False
2025-03-25,Colombia,Paraguay,2.0,2.0,FIFA World Cup qualification,Barranquilla,Colombia,False
2025-03-25,Argentina,Brazil,4.0,1.0,FIFA World Cup qualification,Buenos Aires,Argentina,False
2025-03-25,IR Iran,Uzbekistan,2.0,2.0,FIFA World Cup qualification,Tehran,Iran,False
2025-03-25,Korea Republic,Jordan,1.0,1.0,FIFA World Cup qualification,Suwon,South Korea,False
2025-03-25,Japan,Saudi Arabia,0.0,0.0,FIFA World Cup qualification,Saitama,Japan,False
2025-05-30,Saudi Arabia,Jordan,2.0,0.0,Friendly,Dammam,Saudi Arabia,False
2025-06-04,Germany,Portugal,1.0,2.0,UEFA Nations League,Munich,Germany,False
2025-06-05,Spain,France,5.0,4.0,UEFA Nations League,Stuttgart,Germany,True
2025-06-05,Ecuador,Brazil,0.0,0.0,FIFA World Cup qualification,Guayaquil,Ecuador,False
2025-06-05,Paraguay,Uruguay,2.0,0.0,FIFA World Cup qualification,Asunción,Paraguay,False
2025-06-05,Qatar,IR Iran,1.0,0.0,FIFA World Cup qualification,Al Rayyan,Qatar,False
2025-06-05,Iraq,Korea Republic,0.0,2.0,FIFA World Cup qualification,Basra,Iraq,False
2025-06-05,Australia,Japan,1.0,0.0,FIFA World Cup qualification,Perth,Australia,False
2025-06-06,Morocco,Tunisia,2.0,0.0,Friendly,Fès,Morocco,False
2025-06-07,Mexico,Switzerland,2.0,4.0,Friendly,Salt Lake City,United States,True
2025-06-07,United States,Türkiye,1.0,2.0,Friendly,East Hartford,United States,False
2025-06-07,Côte d'Ivoire,New Zealand,0.0,1.0,Canadian Shield,Toronto,Canada,True
2025-06-08,Germany,France,0.0,2.0,UEFA Nations League,Stuttgart,Germany,False
2025-06-08,Portugal,Spain,2.0,2.0,UEFA Nations League,Munich,Germany,True
2025-06-09,Croatia,Czechia,5.0,1.0,FIFA World Cup qualification,Osijek,Croatia,False
2025-06-10,England,Senegal,1.0,3.0,Friendly,London,England,False
2025-06-10,Mexico,Türkiye,1.0,0.0,Friendly,Chapel Hill,United States,True
2025-06-10,Sweden,Algeria,4.0,3.0,Friendly,Solna,Sweden,False
2025-06-10,United States,Switzerland,0.0,4.0,Friendly,Nashville,United States,False
2025-06-10,Argentina,Colombia,1.0,1.0,FIFA World Cup qualification,Buenos Aires,Argentina,False
2025-06-10,Brazil,Paraguay,1.0,0.0,FIFA World Cup qualification,São Paulo,Brazil,False
2025-06-10,Uzbekistan,Qatar,3.0,0.0,FIFA World Cup qualification,Tashkent,Uzbekistan,False
2025-06-10,Jordan,Iraq,0.0,1.0,FIFA World Cup qualification,Amman,Jordan,False
2025-06-10,Saudi Arabia,Australia,1.0,2.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False
2025-06-10,Canada,Côte d'Ivoire,0.0,0.0,Canadian Shield,Toronto,Canada,False
2025-06-10,Haiti,Curaçao,1.0,5.0,FIFA World Cup qualification,Oranjestad,Aruba,True
2025-06-15,Haiti,Saudi Arabia,0.0,1.0,Gold Cup,San Diego,United States,True
2025-06-19,United States,Saudi Arabia,1.0,0.0,Gold Cup,Austin,United States,False
2025-06-21,Curaçao,Canada,1.0,1.0,Gold Cup,Houston,United States,True
2025-06-22,United States,Haiti,2.0,1.0,Gold Cup,Arlington,United States,False
2025-06-28,Mexico,Saudi Arabia,2.0,0.0,Gold Cup,Glendale,United States,True
2025-07-06,United States,Mexico,1.0,2.0,Gold Cup,Houston,United States,False
2025-09-04,Paraguay,Ecuador,0.0,0.0,FIFA World Cup qualification,Asunción,Paraguay,False
2025-09-05,Australia,New Zealand,1.0,0.0,Soccer Ashes,Canberra,Australia,False
2025-09-06,Mexico,Japan,0.0,0.0,Friendly,Oakland,United States,True
2025-09-06,United States,Korea Republic,0.0,2.0,Friendly,Harrison,United States,False
2025-09-07,Türkiye,Spain,0.0,6.0,FIFA World Cup qualification,Konya,Turkey,False
2025-09-08,Czechia,Saudi Arabia,1.0,1.0,Friendly,Hradec Králové,Czech Republic,False
2025-09-09,Mexico,Korea Republic,2.0,2.0,Friendly,Nashville,United States,True
2025-09-09,New Zealand,Australia,1.0,3.0,Soccer Ashes,Auckland,New Zealand,False
2025-09-09,United States,Japan,2.0,0.0,Friendly,Columbus,United States,False
2025-09-09,Ecuador,Argentina,1.0,0.0,FIFA World Cup qualification,Guayaquil,Ecuador,False
2025-09-09,DR Congo,Senegal,2.0,3.0,FIFA World Cup qualification,Kinshasa,DR Congo,False
2025-09-09,Bosnia and Herzegovina,Austria,1.0,2.0,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,False
2025-10-09,Czechia,Croatia,0.0,0.0,FIFA World Cup qualification,Prague,Czech Republic,False
2025-10-10,Canada,Australia,0.0,1.0,Friendly,Montreal,Canada,False
2025-10-10,Japan,Paraguay,2.0,2.0,Kirin Cup,Osaka,Japan,False
2025-10-10,Korea Republic,Brazil,0.0,5.0,Friendly,Seoul,South Korea,False
2025-10-10,United States,Ecuador,1.0,1.0,Friendly,Austin,United States,False
2025-10-10,Sweden,Switzerland,0.0,2.0,FIFA World Cup qualification,Solna,Sweden,False
2025-10-11,Mexico,Colombia,0.0,4.0,Friendly,Arlington,United States,True
2025-10-13,Uzbekistan,Uruguay,1.0,2.0,Friendly,Malacca City,Malaysia,True
2025-10-14,Japan,Brazil,3.0,2.0,Kirin Cup,Tokyo,Japan,False
2025-10-14,Canada,Colombia,0.0,0.0,Friendly,Harrison,United States,True
2025-10-14,Korea Republic,Paraguay,2.0,0.0,Friendly,Seoul,South Korea,False
2025-10-14,Mexico,Ecuador,1.0,1.0,Friendly,Zapopan,Mexico,False
2025-10-14,Norway,New Zealand,1.0,1.0,Friendly,Oslo,Norway,False
2025-10-14,United States,Australia,2.0,1.0,Friendly,Denver,United States,False
2025-10-14,Saudi Arabia,Iraq,0.0,0.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False
2025-11-13,Canada,Ecuador,0.0,0.0,Friendly,Toronto,Canada,False
2025-11-13,IR Iran,Cabo Verde,0.0,0.0,Al Ain International Cup,Al Ain,United Arab Emirates,True
2025-11-14,Japan,Ghana,2.0,0.0,Kirin Cup,Toyota,Japan,False
2025-11-14,Saudi Arabia,Côte d'Ivoire,1.0,0.0,Friendly,Jeddah,Saudi Arabia,False
2025-11-14,Tunisia,Jordan,3.0,2.0,Friendly,Radès,Tunisia,False
2025-11-14,Uzbekistan,Egypt,2.0,0.0,Al Ain International Cup,Al Ain,United Arab Emirates,True
2025-11-15,Brazil,Senegal,2.0,0.0,Friendly,London,England,True
2025-11-15,Colombia,New Zealand,2.0,1.0,Friendly,Fort Lauderdale,United States,True
2025-11-15,Mexico,Uruguay,0.0,0.0,Friendly,Torreón,Mexico,False
2025-11-15,United States,Paraguay,2.0,1.0,Friendly,Chester,United States,False
2025-11-15,Switzerland,Sweden,4.0,1.0,FIFA World Cup qualification,Geneva,Switzerland,False
2025-11-17,Cabo Verde,Egypt,1.0,1.0,Al Ain International Cup,Al Ain,United Arab Emirates,True
2025-11-18,Saudi Arabia,Algeria,0.0,2.0,Friendly,Jeddah,Saudi Arabia,False
2025-11-18,Brazil,Tunisia,1.0,1.0,Friendly,Lille,France,True
2025-11-18,Colombia,Australia,3.0,0.0,Friendly,New York,United States,True
2025-11-18,Ecuador,New Zealand,2.0,0.0,Friendly,Harrison,United States,True
2025-11-18,Korea Republic,Ghana,1.0,0.0,Friendly,Seoul,South Korea,False
2025-11-18,Mexico,Paraguay,1.0,2.0,Friendly,San Antonio,United States,True
2025-11-18,United States,Uruguay,5.0,1.0,Friendly,Tampa,United States,False
2025-11-18,Spain,Türkiye,2.0,2.0,FIFA World Cup qualification,Seville,Spain,False
2025-11-18,Austria,Bosnia and Herzegovina,1.0,1.0,FIFA World Cup qualification,Vienna,Austria,False
2025-11-18,IR Iran,Uzbekistan,0.0,0.0,Al Ain International Cup,Al Ain,United Arab Emirates,True
2025-12-07,Qatar,Tunisia,0.0,3.0,Arab Cup,Al Khor,Qatar,False
2025-12-08,Morocco,Saudi Arabia,1.0,0.0,Arab Cup,Lusail,Qatar,True
2025-12-09,Egypt,Jordan,0.0,3.0,Arab Cup,Al Khor,Qatar,True
2025-12-09,Algeria,Iraq,2.0,0.0,Arab Cup,Al Rayyan,Qatar,True
2025-12-12,Jordan,Iraq,1.0,0.0,Arab Cup,Al Rayyan,Qatar,True
2025-12-15,Saudi Arabia,Jordan,0.0,1.0,Arab Cup,Al Khor,Qatar,True
2025-12-18,Jordan,Morocco,2.0,3.0,Arab Cup,Lusail,Qatar,True
2025-12-26,Egypt,South Africa,1.0,0.0,African Cup of Nations,Agadir,Morocco,True
2025-12-27,Senegal,DR Congo,1.0,1.0,African Cup of Nations,Tangier,Morocco,True
2026-01-06,Algeria,DR Congo,1.0,0.0,African Cup of Nations,Rabat,Morocco,True
2026-01-10,Egypt,Côte d'Ivoire,3.0,2.0,African Cup of Nations,Agadir,Morocco,True
2026-01-14,Senegal,Egypt,1.0,0.0,African Cup of Nations,Tangier,Morocco,True
2026-01-18,Morocco,Senegal,3.0,0.0,African Cup of Nations,Rabat,Morocco,False
2026-01-22,Panama,Mexico,0.0,1.0,Friendly,Panama City,Panama,False
2026-03-26,Brazil,France,1.0,2.0,Friendly,Foxborough,United States,True
2026-03-26,Colombia,Croatia,1.0,2.0,Friendly,Orlando,United States,True
2026-03-27,Austria,Ghana,5.0,1.0,Friendly,Vienna,Austria,False
2026-03-27,England,Uruguay,1.0,1.0,Friendly,London,England,False
2026-03-27,Morocco,Ecuador,1.0,1.0,Friendly,Madrid,Spain,True
2026-03-27,Netherlands,Norway,2.0,1.0,Friendly,Amsterdam,Netherlands,False
2026-03-27,Saudi Arabia,Egypt,0.0,4.0,Friendly,Jeddah,Saudi Arabia,False
2026-03-27,South Africa,Panama,1.0,1.0,Friendly,Durban,South Africa,False
2026-03-27,Switzerland,Germany,3.0,4.0,Friendly,Basel,Switzerland,False
2026-03-28,Haiti,Tunisia,0.0,1.0,Friendly,Toronto,Canada,True
2026-03-28,Côte d'Ivoire,Korea Republic,4.0,0.0,Friendly,Milton Keynes,England,True
2026-03-28,Mexico,Portugal,0.0,0.0,Friendly,Mexico City,Mexico,False
2026-03-28,Scotland,Japan,0.0,1.0,Friendly,Glasgow,Scotland,False
2026-03-28,United States,Belgium,2.0,5.0,Friendly,Atlanta,United States,False
2026-03-29,Colombia,France,1.0,3.0,Friendly,Landover,United States,True
2026-03-30,Germany,Ghana,2.0,1.0,Friendly,Stuttgart,Germany,False
2026-03-31,Algeria,Uruguay,0.0,0.0,Friendly,Turin,Italy,True
2026-03-31,Austria,Korea Republic,1.0,0.0,Friendly,Vienna,Austria,False
2026-03-31,Brazil,Croatia,3.0,1.0,Friendly,Orlando,United States,True
2026-03-31,Canada,Tunisia,0.0,0.0,Friendly,Toronto,Canada,False
2026-03-31,England,Japan,0.0,1.0,Friendly,London,England,False
2026-03-31,Côte d'Ivoire,Scotland,1.0,0.0,Friendly,Liverpool,England,True
2026-03-31,Mexico,Belgium,1.0,1.0,Friendly,Chicago,United States,True
2026-03-31,Morocco,Paraguay,2.0,1.0,Friendly,Lens,France,True
2026-03-31,Netherlands,Ecuador,1.0,1.0,Friendly,Eindhoven,Netherlands,False
2026-03-31,Norway,Switzerland,0.0,0.0,Friendly,Oslo,Norway,False
2026-03-31,South Africa,Panama,1.0,2.0,Friendly,Cape Town,South Africa,False
2026-03-31,Spain,Egypt,0.0,0.0,Friendly,Barcelona,Spain,False
2026-03-31,United States,Portugal,0.0,2.0,Friendly,Atlanta,United States,False
2026-03-31,Australia,Curaçao,5.0,1.0,FIFA Series,Melbourne,Australia,False
2026-05-22,Mexico,Ghana,2.0,0.0,Friendly,Puebla,Mexico,False
2026-05-30,Ecuador,Saudi Arabia,2.0,1.0,Friendly,Harrison,United States,True
2026-05-30,Mexico,Australia,1.0,0.0,Friendly,Pasadena,United States,True
2026-05-30,Scotland,Curaçao,4.0,1.0,Friendly,Glasgow,Scotland,False
2026-05-31,Brazil,Panama,6.0,2.0,Friendly,Rio de Janeiro,Brazil,False
2026-05-31,Switzerland,Jordan,4.0,1.0,Friendly,St. Gallen,Switzerland,False
2026-05-31,United States,Senegal,3.0,2.0,Friendly,Charlotte,United States,False
2026-06-01,Austria,Tunisia,1.0,0.0,Friendly,Vienna,Austria,False
2026-06-01,Canada,Uzbekistan,2.0,0.0,Friendly,Edmonton,Canada,False
2026-06-01,Norway,Sweden,3.0,1.0,Friendly,Oslo,Norway,False
2026-06-02,Croatia,Belgium,0.0,2.0,Friendly,Rijeka,Croatia,False
2026-06-02,Haiti,New Zealand,4.0,0.0,Friendly,Fort Lauderdale,United States,True
2026-06-03,Netherlands,Algeria,0.0,1.0,Friendly,Rotterdam,Netherlands,False
2026-06-04,France,Côte d'Ivoire,1.0,2.0,Friendly,Nantes,France,False
2026-06-04,Spain,Iraq,1.0,1.0,Friendly,La Coruna,Spain,False
2026-06-11,Mexico,South Africa,,,FIFA World Cup,Mexico City,Mexico,False
2026-06-11,Korea Republic,Czechia,,,FIFA World Cup,Zapopan,Mexico,True
2026-06-12,Canada,Bosnia and Herzegovina,,,FIFA World Cup,Toronto,Canada,False
2026-06-12,United States,Paraguay,,,FIFA World Cup,Inglewood,United States,False
2026-06-13,Qatar,Switzerland,,,FIFA World Cup,Santa Clara,United States,True
2026-06-13,Brazil,Morocco,,,FIFA World Cup,East Rutherford,United States,True
2026-06-13,Haiti,Scotland,,,FIFA World Cup,Foxborough,United States,True
2026-06-13,Australia,Türkiye,,,FIFA World Cup,Vancouver,Canada,True
2026-06-14,Germany,Curaçao,,,FIFA World Cup,Houston,United States,True
2026-06-14,Côte d'Ivoire,Ecuador,,,FIFA World Cup,Philadelphia,United States,True
2026-06-14,Netherlands,Japan,,,FIFA World Cup,Arlington,United States,True
2026-06-14,Sweden,Tunisia,,,FIFA World Cup,Guadalupe,Mexico,True
2026-06-15,Belgium,Egypt,,,FIFA World Cup,Seattle,United States,True
2026-06-15,IR Iran,New Zealand,,,FIFA World Cup,Inglewood,United States,True
2026-06-15,Spain,Cabo Verde,,,FIFA World Cup,Atlanta,United States,True
2026-06-15,Saudi Arabia,Uruguay,,,FIFA World Cup,Miami Gardens,United States,True
2026-06-16,France,Senegal,,,FIFA World Cup,East Rutherford,United States,True
2026-06-16,Iraq,Norway,,,FIFA World Cup,Foxborough,United States,True
2026-06-16,Argentina,Algeria,,,FIFA World Cup,Kansas City,United States,True
2026-06-16,Austria,Jordan,,,FIFA World Cup,Santa Clara,United States,True
2026-06-17,Portugal,DR Congo,,,FIFA World Cup,Houston,United States,True
2026-06-17,Uzbekistan,Colombia,,,FIFA World Cup,Mexico City,Mexico,True
2026-06-17,England,Croatia,,,FIFA World Cup,Arlington,United States,True
2026-06-17,Ghana,Panama,,,FIFA World Cup,Toronto,Canada,True
2026-06-18,Czechia,South Africa,,,FIFA World Cup,Atlanta,United States,True
2026-06-18,Mexico,Korea Republic,,,FIFA World Cup,Zapopan,Mexico,False
2026-06-18,Switzerland,Bosnia and Herzegovina,,,FIFA World Cup,Inglewood,United States,True
2026-06-18,Canada,Qatar,,,FIFA World Cup,Vancouver,Canada,False
2026-06-19,Scotland,Morocco,,,FIFA World Cup,Foxborough,United States,True
2026-06-19,Brazil,Haiti,,,FIFA World Cup,Philadelphia,United States,True
2026-06-19,United States,Australia,,,FIFA World Cup,Seattle,United States,False
2026-06-19,Türkiye,Paraguay,,,FIFA World Cup,Santa Clara,United States,True
2026-06-20,Germany,Côte d'Ivoire,,,FIFA World Cup,Toronto,Canada,True
2026-06-20,Ecuador,Curaçao,,,FIFA World Cup,Kansas City,United States,True
2026-06-20,Netherlands,Sweden,,,FIFA World Cup,Houston,United States,True
2026-06-20,Tunisia,Japan,,,FIFA World Cup,Guadalupe,Mexico,True
2026-06-21,Belgium,IR Iran,,,FIFA World Cup,Inglewood,United States,True
2026-06-21,New Zealand,Egypt,,,FIFA World Cup,Vancouver,Canada,True
2026-06-21,Spain,Saudi Arabia,,,FIFA World Cup,Atlanta,United States,True
2026-06-21,Uruguay,Cabo Verde,,,FIFA World Cup,Miami Gardens,United States,True
2026-06-22,France,Iraq,,,FIFA World Cup,Philadelphia,United States,True
2026-06-22,Norway,Senegal,,,FIFA World Cup,East Rutherford,United States,True
2026-06-22,Argentina,Austria,,,FIFA World Cup,Arlington,United States,True
2026-06-22,Jordan,Algeria,,,FIFA World Cup,Santa Clara,United States,True
2026-06-23,Portugal,Uzbekistan,,,FIFA World Cup,Houston,United States,True
2026-06-23,Colombia,DR Congo,,,FIFA World Cup,Zapopan,Mexico,True
2026-06-23,England,Ghana,,,FIFA World Cup,Foxborough,United States,True
2026-06-23,Panama,Croatia,,,FIFA World Cup,Toronto,Canada,True
2026-06-24,Mexico,Czechia,,,FIFA World Cup,Mexico City,Mexico,False
2026-06-24,South Africa,Korea Republic,,,FIFA World Cup,Guadalupe,Mexico,True
2026-06-24,Canada,Switzerland,,,FIFA World Cup,Vancouver,Canada,False
2026-06-24,Bosnia and Herzegovina,Qatar,,,FIFA World Cup,Seattle,United States,True
2026-06-24,Scotland,Brazil,,,FIFA World Cup,Miami Gardens,United States,True
2026-06-24,Morocco,Haiti,,,FIFA World Cup,Atlanta,United States,True
2026-06-25,United States,Türkiye,,,FIFA World Cup,Inglewood,United States,False
2026-06-25,Paraguay,Australia,,,FIFA World Cup,Santa Clara,United States,True
2026-06-25,Curaçao,Côte d'Ivoire,,,FIFA World Cup,Philadelphia,United States,True
2026-06-25,Ecuador,Germany,,,FIFA World Cup,East Rutherford,United States,True
2026-06-25,Japan,Sweden,,,FIFA World Cup,Arlington,United States,True
2026-06-25,Tunisia,Netherlands,,,FIFA World Cup,Kansas City,United States,True
2026-06-26,Egypt,IR Iran,,,FIFA World Cup,Seattle,United States,True
2026-06-26,New Zealand,Belgium,,,FIFA World Cup,Vancouver,Canada,True
2026-06-26,Cabo Verde,Saudi Arabia,,,FIFA World Cup,Houston,United States,True
2026-06-26,Uruguay,Spain,,,FIFA World Cup,Zapopan,Mexico,True
2026-06-26,Norway,France,,,FIFA World Cup,Foxborough,United States,True
2026-06-26,Senegal,Iraq,,,FIFA World Cup,Toronto,Canada,True
2026-06-27,Algeria,Austria,,,FIFA World Cup,Kansas City,United States,True
2026-06-27,Jordan,Argentina,,,FIFA World Cup,Arlington,United States,True
2026-06-27,Colombia,Portugal,,,FIFA World Cup,Miami Gardens,United States,True
2026-06-27,DR Congo,Uzbekistan,,,FIFA World Cup,Atlanta,United States,True
2026-06-27,Panama,England,,,FIFA World Cup,East Rutherford,United States,True
2026-06-27,Croatia,Ghana,,,FIFA World Cup,Philadelphia,United States,True
